Facility GHGRP ID No. / Installation No d'identification du PDGES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility Location / Emplacement de l'installation,Facility City or District or Municipality / Ville ou District ou Municipalité de l'installation,Facility Province or Territory / Province ou territoire de l'installation,Facility Postal Code / Code postal de l'installation,Latitude,Longitude,Facility NPRI ID / Numéro d'identification de l'INRP,Facility NAICS Code / Code SCIAN de l'installation,English Facility NAICS Code Description / Description du code SCIAN de l'installation en anglais,French Facility NAICS Code Description / Description du code SCIAN de l'installation en français,Reporting Company Legal Name / Dénomination sociale de la société déclarante,Reporting Company Trade Name / Nom commercial de la société déclarante,Reporting Company CRA Business Number / Numéro d'entreprise ARC de la société déclarante,Reporting Company DUNS Number / Numéro DUNS de la société déclarante,Public Contact Name / Nom du responsable des renseignements au public,Public Contact Position / Poste ou Titre du responsable des renseignements au public,Public Contact Telephone / Numéro de téléphone du responsable des renseignements au public,Public Contact Extension / Poste téléphonique du responsable des renseignements au public,Public Contact Email / Adresse électronique du responsable des renseignements au public,Public Contact Mailing Address / Adresse postale du responsable des renseignements au public,Public Contact City or District or Municipality / Ville ou District ou Municipalité du responsable des renseignements au public,Public Contact Province or Territory / Province ou Territoire du responsable des renseignements au public,Public Contact Postal Code / Code postal du responsable des renseignement au public,Emission Source / Source d'emission,CO2 (tonnes),CH4 (tonnes),CH4 (tonnes CO2e / tonnes éq. CO2),N2O (tonnes),N2O (tonnes CO2e / tonnes éq. CO2),HFC-23 (tonnes),HFC-23 (tonnes CO2e / tonnes éq. CO2),HFC-32 (tonnes),HFC-32 (tonnes CO2e / tonnes éq. CO2),HFC-41 (tonnes),HFC-41 (tonnes CO2e / tonnes éq. CO2),HFC-43-10mee (tonnes),HFC-43-10mee (tonnes CO2e / tonnes éq. CO2),HFC-125 (tonnes),HFC-125 (tonnes CO2e / tonnes éq. CO2),HFC-134 (tonnes),HFC-134 (tonnes CO2e / tonnes éq. CO2),HFC-134a (tonnes),HFC-134a (tonnes CO2e / tonnes éq. CO2),HFC-143 (tonnes),HFC-143 (tonnes CO2e / tonnes éq. CO2),HFC-143a (tonnes),HFC-143a (tonnes CO2e / tonnes éq. CO2),HFC-152a (tonnes),HFC-152a (tonnes CO2e / tonnes éq. CO2),HFC-227ea (tonnes),HFC-227ea (tonnes CO2e / tonnes éq. CO2),HFC-236fa (tonnes),HFC-236fa (tonnes CO2e / tonnes éq. CO2),HFC-245ca (tonnes),HFC-245ca (tonnes CO2e / tonnes éq. CO2),HFC Total (tonnes CO2e / tonnes éq. CO2),CF4 (tonnes),CF4 (tonnes CO2e / tonnes éq. CO2),C2F6 (tonnes),C2F6 (tonnes CO2e / tonnes éq. CO2),C3F8 (tonnes),C3F8 (tonnes CO2e / tonnes éq. CO2),C4F10 (tonnes),C4F10 (tonnes CO2e / tonnes éq. CO2),C4F8 (tonnes),C4F8 (tonnes CO2e / tonnes éq. CO2),C5F12 (tonnes),C5F12 (tonnes CO2e / tonnes éq. CO2),C6F14 (tonnes),C6F14 (tonnes CO2e / tonnes éq. CO2),PFC Total (tonnes CO2e / tonnes éq. CO2),SF6 (tonnes),SF6 (tonnes CO2e / tonnes éq. CO2),Total Emissions from Source (tonnes CO2e) / Émissions totales de la Source (tonnes éq. CO2),Total Facility Emissions (tonnes CO2e) / Émissions totales de l'installation (tonnes éq. CO2),GHGRP Quantification Requirements / Exigences de quantification du PDGES,Emission Factors / Coefficients d'émission,Engineering Estimates / Estimations techniques,Mass Balance / Bilan massique,Monitoring or Direct Measurement / Surveillance ou mesure directe
G12516,2022,LET de Saint-Rosaire,318 chemin de la Grande Ligne,Saint-Rosaire,Quebec,G0Z 1K0,46.20513,-71.98424,32527,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Société de développement durable d'Arthabaska,Gesterra,116368060,0,,,,,,,,,,Waste / Déchets,0,3117.9,87301.2,8.74,2316.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,89617.3,91105.7249,Not applicable / Sans Objet,Applicable,Applicable,Applicable,Not applicable / Sans Objet
G12517,2022,Boem Berry Farms Inc.,672 Road 2  East,Kingsville,Ontario,N9Y 2E4,35.86359,-82.83857,0,111419,Other Food Crops Grown Under Cover,Autres cultures vivrières en serre,Boem Berry Farms Inc.,,795206721,0,George Dekker,Project Manager,5193268881,,gdekker@muccifarms.com,1876 Seacliff Drive,Kingsville,Ontario,N9Y 2N1,Stationary Fuel Combustion / Combustion stationnaire de combustibles,15506.13,0.3,8.4,0.28,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,15588.73,15614.21712,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12517,2022,Boem Berry Farms Inc.,672 Road 2  East,Kingsville,Ontario,N9Y 2E4,35.86359,-82.83857,0,111419,Other Food Crops Grown Under Cover,Autres cultures vivrières en serre,Boem Berry Farms Inc.,,795206721,0,George Dekker,Project Manager,5193268881,,gdekker@muccifarms.com,1876 Seacliff Drive,Kingsville,Ontario,N9Y 2N1,On-site Transportation / Transport sur le site,24.5841,0.02449,0.68572,0.00082,0.2173,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,25.48712,15614.21712,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12518,2022,La Prairie,1505 Industrielle,La Prairie,Quebec,J5R 2E4,45.3992,-73.5017,8563,327215,Glass Product Manufacturing from Purchased Glass,Fabrication de produits en verre à partir de verre acheté,PNA Partnership,,143581593,0,David Reid,HSE Manager,61419847690,,david.reid@pottersindustries.com,9 Rhur Street,Dandenong South,,3164,Stationary Fuel Combustion / Combustion stationnaire de combustibles,9478.84,0.1867,5.2276,0.1667,44.1755,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,9528.2431,9576.979,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12518,2022,La Prairie,1505 Industrielle,La Prairie,Quebec,J5R 2E4,45.3992,-73.5017,8563,327215,Glass Product Manufacturing from Purchased Glass,Fabrication de produits en verre à partir de verre acheté,PNA Partnership,,143581593,0,David Reid,HSE Manager,61419847690,,david.reid@pottersindustries.com,9 Rhur Street,Dandenong South,,3164,On-site Transportation / Transport sur le site,45.52,0.0098,0.2744,0.0111,2.9415,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,48.7359,9576.979,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12519,2022,Bear B / South Ric gathering system,,Clearwater County,Alberta,,51.89864,-115.0377,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Bonavista Energy Corporation,Bonavista Energy Corporation,136072618,999999999,Colin Hennel,"Manager, Environment, Safety & Regulatory",4035147242,,colin.hennel@bonavistaenergy.com,207 9 Avenue Southwest,Calgary,Alberta,T2P 1K3,Flaring / Torchage,228.816,1.0717,30.0076,0.0004,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,258.9296,11157.5768,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12519,2022,Bear B / South Ric gathering system,,Clearwater County,Alberta,,51.89864,-115.0377,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Bonavista Energy Corporation,Bonavista Energy Corporation,136072618,999999999,Colin Hennel,"Manager, Environment, Safety & Regulatory",4035147242,,colin.hennel@bonavistaenergy.com,207 9 Avenue Southwest,Calgary,Alberta,T2P 1K3,Leakage / Fuites,0.0458,4.3251,121.1028,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,121.1486,11157.5768,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12519,2022,Bear B / South Ric gathering system,,Clearwater County,Alberta,,51.89864,-115.0377,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Bonavista Energy Corporation,Bonavista Energy Corporation,136072618,999999999,Colin Hennel,"Manager, Environment, Safety & Regulatory",4035147242,,colin.hennel@bonavistaenergy.com,207 9 Avenue Southwest,Calgary,Alberta,T2P 1K3,Stationary Fuel Combustion / Combustion stationnaire de combustibles,8597.6385,51.1006,1430.8168,1.5929,422.1185,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,10450.5738,11157.5768,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet
G12519,2022,Bear B / South Ric gathering system,,Clearwater County,Alberta,,51.89864,-115.0377,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Bonavista Energy Corporation,Bonavista Energy Corporation,136072618,999999999,Colin Hennel,"Manager, Environment, Safety & Regulatory",4035147242,,colin.hennel@bonavistaenergy.com,207 9 Avenue Southwest,Calgary,Alberta,T2P 1K3,Venting / Évacuation,0.3412,11.6637,326.5836,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,326.9248,11157.5768,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet
G12520,2022,PERTH,2 Craig Street,PERTH,Ontario,K7H 3E2,44.90209,-76.23783,3201,322220,Paper Bag and Coated and Treated Paper Manufacturing,Fabrication de sacs en papier et de papier couché et traité,3M Canada Company,3M Canada Company,894922491,249672858,Melissa Jurenas,Communications Manager,5196706999,,mjurenas@mmm.com,300 Tartan Drive,London,Ontario,N5V 4M9,Stationary Fuel Combustion / Combustion stationnaire de combustibles,9206.19,0.174,4.872,0.155,41.075,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,9252.137,9252.137,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12521,2022,Value Added Division,9469 Trans Canada Highway,Chemainus,British Columbia,V0R 1K4,48.9102,-123.7372,20084,321111,Sawmills (except Shingle and Shake Mills),"Scieries, sauf les usines de bardeaux et de bardeaux de fente",Western Forest Products Inc.,,103440624,201653875,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,13793.1,0.21,5.88,0.19,50.35,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,13849.33,13849.33,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet
G12522,2022,Dellcom Aerospace,301 Millway Avenue Avenue,Concord,Ontario,L4K 4T3,43.80173,-79.52761,32558,332710,Machine Shops,Ateliers d'usinage,1916354 Alberta Ltd.,,864474002,0,Kendra Danbrook,President,3067572403,3010,kdanbrook@dumur.ca,Station Main,White City,Saskatchewan,S4L 5B1,On-site Transportation / Transport sur le site,0.0003,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,0.0003,0.0003,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12523,2022,06-26-36-20 W4M,,STETTLER,Alberta,T0C 2L0,52.11934,-112.75794,32266,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Bearspaw Petroleum Ltd.,,130439961,0,Paul Wright,Engineer,4032583767,228,pwright@bearspawpet.com,333 96 Avenue Northeast,Calgary,Alberta,T3K 0S3,Flaring / Torchage,8436.925689,25.156899,704.393172,0.067604,17.91506,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,9159.233921,9864.034421,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G12523,2022,06-26-36-20 W4M,,STETTLER,Alberta,T0C 2L0,52.11934,-112.75794,32266,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Bearspaw Petroleum Ltd.,,130439961,0,Paul Wright,Engineer,4032583767,228,pwright@bearspawpet.com,333 96 Avenue Northeast,Calgary,Alberta,T3K 0S3,Stationary Fuel Combustion / Combustion stationnaire de combustibles,650.7601,1.7748,49.6944,0.0164,4.346,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,704.8005,9864.034421,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G12524,2022,Road 53 Leckie Lake 16-24,,Newell County,Alberta,,50.54235,-112.20475,15396,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Road 53 Resources Inc,Road 53,762308930,0,Marc Landry,COO,4039906102,,mlandry@ltam.ca,704 East Lake Road Northeast,Airdrie,Alberta,T4A 2J5,Leakage / Fuites,0.0076,2.8743,80.4804,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,80.488,11226.2472,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12524,2022,Road 53 Leckie Lake 16-24,,Newell County,Alberta,,50.54235,-112.20475,15396,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Road 53 Resources Inc,Road 53,762308930,0,Marc Landry,COO,4039906102,,mlandry@ltam.ca,704 East Lake Road Northeast,Airdrie,Alberta,T4A 2J5,Stationary Fuel Combustion / Combustion stationnaire de combustibles,9759.1617,27.6858,775.2024,0.2571,68.1315,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,10602.4956,11226.2472,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12524,2022,Road 53 Leckie Lake 16-24,,Newell County,Alberta,,50.54235,-112.20475,15396,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Road 53 Resources Inc,Road 53,762308930,0,Marc Landry,COO,4039906102,,mlandry@ltam.ca,704 East Lake Road Northeast,Airdrie,Alberta,T4A 2J5,Venting / Évacuation,0.0496,19.4005,543.214,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,543.2636,11226.2472,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12525,2022,Red Sun Farms Ontario LP,1233 Road 4  East,Kingsville,Ontario,N9Y 2E5,42.07364,-82.64415,0,111419,Other Food Crops Grown Under Cover,Autres cultures vivrières en serre,Red Sun Farms Ontario LP,,290973023,0,Jeremy Capussi,President,5197332719,,redsunfarms@outlook.com,2400 Graham Side Road,Kingsville,Ontario,N9Y 2E5,Stationary Fuel Combustion / Combustion stationnaire de combustibles,8632.71,0.17,4.76,0.16,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,8679.87,8722.70522,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12525,2022,Red Sun Farms Ontario LP,1233 Road 4  East,Kingsville,Ontario,N9Y 2E5,42.07364,-82.64415,0,111419,Other Food Crops Grown Under Cover,Autres cultures vivrières en serre,Red Sun Farms Ontario LP,,290973023,0,Jeremy Capussi,President,5197332719,,redsunfarms@outlook.com,2400 Graham Side Road,Kingsville,Ontario,N9Y 2E5,On-site Transportation / Transport sur le site,41.34,0.04299,1.20372,0.0011,0.2915,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,42.83522,8722.70522,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12526,2022,Ya Ya Foods Corporation,B 450 Kipling Avenue,Etobicoke,Ontario,M8Z 5E1,43.61087,-79.52228,0,311930,Flavouring Syrup and Concentrate Manufacturing,Fabrication de sirops et de concentrés aromatisants,Ya Ya Foods Corporation,,838351021,0,Zaid Mohammed Ridha,Environmental Manager,4162522020,248,zaid.ridha@yayafoods.com,450 Kipling Avenue,Etobicoke,Ontario,M8Z 5E1,Stationary Fuel Combustion / Combustion stationnaire de combustibles,16260.49,0.3083,8.6324,0.2749,72.8485,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,16341.9709,16549.6161,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12526,2022,Ya Ya Foods Corporation,B 450 Kipling Avenue,Etobicoke,Ontario,M8Z 5E1,43.61087,-79.52228,0,311930,Flavouring Syrup and Concentrate Manufacturing,Fabrication de sirops et de concentrés aromatisants,Ya Ya Foods Corporation,,838351021,0,Zaid Mohammed Ridha,Environmental Manager,4162522020,248,zaid.ridha@yayafoods.com,450 Kipling Avenue,Etobicoke,Ontario,M8Z 5E1,On-site Transportation / Transport sur le site,202.18,0.0854,2.3912,0.0116,3.074,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,207.6452,16549.6161,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12527,2022,Fernlea Flowers,1211 Highway 3,Delhi,Ontario,N4B 2W6,42.84711,-80.59603,0,111422,Floriculture Production,Floriculture,Fernlea Flowers,,887585487,200439925,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,12325.42,0.2406,6.7368,0.2259,59.8635,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,12392.0203,12392.0203,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12528,2022,Cielo Vista Farms Inc.,768 Highway 77,Leamington,Ontario,N8H 3V8,42.11934,-82.59407,0,111419,Other Food Crops Grown Under Cover,Autres cultures vivrières en serre,Cielo Vista Farms Inc.,,813532371,0,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,20054.55,0.3916,10.9648,0.3676,97.414,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,20162.9288,20162.9288,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12529,2022,Brampton Westwyn,14 Westwyn Court,Brampton,Ontario,L6T 4T5,43.68624,-79.69394,0,311615,Poultry Processing,Transformation de la volaille,Pinty's Delicious Foods Inc.,,104269519,201473428,Julie Deschamps,Chargée de projet Environnement,4507717060,3533,juliedeschamps@olymel.com,2200 Pratte,Saint-Hyacinthe,Quebec,J2S 4B6,Leakage / Fuites,772.0737,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,772.0737,20026.6379,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12529,2022,Brampton Westwyn,14 Westwyn Court,Brampton,Ontario,L6T 4T5,43.68624,-79.69394,0,311615,Poultry Processing,Transformation de la volaille,Pinty's Delicious Foods Inc.,,104269519,201473428,Julie Deschamps,Chargée de projet Environnement,4507717060,3533,juliedeschamps@olymel.com,2200 Pratte,Saint-Hyacinthe,Quebec,J2S 4B6,Stationary Fuel Combustion / Combustion stationnaire de combustibles,11461.31,0.219,6.132,0.1928,51.092,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,11518.534,20026.6379,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12529,2022,Brampton Westwyn,14 Westwyn Court,Brampton,Ontario,L6T 4T5,43.68624,-79.69394,0,311615,Poultry Processing,Transformation de la volaille,Pinty's Delicious Foods Inc.,,104269519,201473428,Julie Deschamps,Chargée de projet Environnement,4507717060,3533,juliedeschamps@olymel.com,2200 Pratte,Saint-Hyacinthe,Quebec,J2S 4B6,On-site Transportation / Transport sur le site,0.8376,0.0133,0.3724,0.0481,12.7465,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,13.9565,20026.6379,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12529,2022,Brampton Westwyn,14 Westwyn Court,Brampton,Ontario,L6T 4T5,43.68624,-79.69394,0,311615,Poultry Processing,Transformation de la volaille,Pinty's Delicious Foods Inc.,,104269519,201473428,Julie Deschamps,Chargée de projet Environnement,4507717060,3533,juliedeschamps@olymel.com,2200 Pratte,Saint-Hyacinthe,Quebec,J2S 4B6,Venting / Évacuation,7722.0737,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,7722.0737,20026.6379,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12530,2022,Alberta Carbon Trunk Line,1500 520 3rd Avenue Southwest,Calgary,Alberta,T2P 0R3,53.83284,-113.11429,,486990,All Other Pipeline Transportation,Tous les autres services de transport par pipeline,Wolf Midstream,,847401544,0,David Woodman,Accountant,4037818181,,accountspayable.wcs@wolfmidstream.com,520 3 ave Avenue Southwest,Calgary,Alberta,t2p 0r3,Leakage / Fuites,250,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,250,7001.102,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G12530,2022,Alberta Carbon Trunk Line,1500 520 3rd Avenue Southwest,Calgary,Alberta,T2P 0R3,53.83284,-113.11429,,486990,All Other Pipeline Transportation,Tous les autres services de transport par pipeline,Wolf Midstream,,847401544,0,David Woodman,Accountant,4037818181,,accountspayable.wcs@wolfmidstream.com,520 3 ave Avenue Southwest,Calgary,Alberta,t2p 0r3,Stationary Fuel Combustion / Combustion stationnaire de combustibles,219.93,0.004,0.112,0.004,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,221.102,7001.102,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12530,2022,Alberta Carbon Trunk Line,1500 520 3rd Avenue Southwest,Calgary,Alberta,T2P 0R3,53.83284,-113.11429,,486990,All Other Pipeline Transportation,Tous les autres services de transport par pipeline,Wolf Midstream,,847401544,0,David Woodman,Accountant,4037818181,,accountspayable.wcs@wolfmidstream.com,520 3 ave Avenue Southwest,Calgary,Alberta,t2p 0r3,Venting / Évacuation,6530,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,6530,7001.102,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G12531,2022,Golden Acre Farms Inc.,2011 Graham Side Road,KINGSVILLE,Ontario,N9Y 2E4,42.05787,-82.69498,0,111419,Other Food Crops Grown Under Cover,Autres cultures vivrières en serre,GOLDEN ACRE FARMS INC.,,131293847,0,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,13992.83,0.2732,7.6496,0.2565,67.9725,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,14068.4521,14068.4521,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12532,2022,Grand Lake Timber,290 Main Street,Chipman,New Brunswick,E4A 2M7,46.1728,-65.8852,6079,321111,Sawmills (except Shingle and Shake Mills),"Scieries, sauf les usines de bardeaux et de bardeaux de fente",J.D. Irving Ltd.,,102608726,0,Scott MacDougall,Certification and Environmental Compliance Manager,5066327777,,macdougall.scott@jdirving.com,181 Aiton,Sussex,New Brunswick,E4G 2V5,Stationary Fuel Combustion / Combustion stationnaire de combustibles,49700,1.503,42.084,0.91,241.15,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,49983.234,52621.976,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12532,2022,Grand Lake Timber,290 Main Street,Chipman,New Brunswick,E4A 2M7,46.1728,-65.8852,6079,321111,Sawmills (except Shingle and Shake Mills),"Scieries, sauf les usines de bardeaux et de bardeaux de fente",J.D. Irving Ltd.,,102608726,0,Scott MacDougall,Certification and Environmental Compliance Manager,5066327777,,macdougall.scott@jdirving.com,181 Aiton,Sussex,New Brunswick,E4G 2V5,On-site Transportation / Transport sur le site,2630,0.104,2.912,0.022,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,2638.742,52621.976,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12534,2022,Windfall 14-24,,Woodlands County,Alberta,,54.12232,-116.26721,29238,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Outlier Resources Ltd.,,812053395,0,,,,,,,,,,Flaring / Torchage,507.8235,0.6277,17.5756,0.0084,2.226,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,527.6251,19391.6097,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet
G12534,2022,Windfall 14-24,,Woodlands County,Alberta,,54.12232,-116.26721,29238,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Outlier Resources Ltd.,,812053395,0,,,,,,,,,,Leakage / Fuites,0.4219,5.1297,143.6316,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,144.0535,19391.6097,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G12534,2022,Windfall 14-24,,Woodlands County,Alberta,,54.12232,-116.26721,29238,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Outlier Resources Ltd.,,812053395,0,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,13467.8601,135.5379,3795.0612,1.3839,366.7335,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,17629.6548,19391.6097,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet
G12534,2022,Windfall 14-24,,Woodlands County,Alberta,,54.12232,-116.26721,29238,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Outlier Resources Ltd.,,812053395,0,,,,,,,,,,Venting / Évacuation,3.1931,38.8244,1087.0832,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,1090.2763,19391.6097,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet
